trademark_id,country_registration,mktu_class,industry,applicant_type,trademark_type,representative_firm,priority_claimed,examination_duration_days,mktu_classes_count,company_age_years,previous_applications,trademark_value_k,examination_count,similarity_percent,maintenance_fee_usd,use_before_registration_months,opposition_count
TM20220979,Швеция,Класс 09,Энергетика,Индивидуальный предприниматель,Словесный,Не указано,True,78.0,3,6.8,9,10.81,3,,735.45,65.1,0
TM20220980,Армения,Класс 07,Бытовая техника,Самозанятый,Эмблема,ЮрФирма_AP,True,97.0,2,10.3,6,8.08,1,20.1,941.22,99.5,0
TM20220981,Россия,Класс 38,Фармацевтика,ПАО,Объемный,ЮрФирма_BV,True,75.0,6,1.0,0,500.0,3,18.2,1056.54,,3
TM20220982,Россия,Класс 40,Химическая промышленность,Нотариальная контора,Обонятельный,Самостоятельно,True,40.0,2,0.3,2,13.18,1,39.7,823.49,32.3,0
TM20220983,Армения,Класс 44,Гостиничный бизнес,Корпорация,Комбинированный,Не указано,False,124.0,5,3.1,5,45.7,1,53.9,1155.35,67.4,0
TM20220984,Россия,Класс 30,Розничная торговля,Иностранная компания,3D,ЮрФирма_BW,True,69.0,3,1.2,3,230.61,2,27.6,817.29,101.9,2
TM20220985,Россия,Класс 03,Спорт,ООО,Динамический,Не указано,True,67.0,1,0.2,1,5.83,3,21.2,460.04,46.0,1
TM20220986,Россия,Класс 42,СМИ,Индивидуальный предприниматель,Словесный,Самостоятельно,False,64.0,4,0.3,2,6.54,2,23.3,706.34,103.5,0
TM20220987,Беларусь,Класс 42,Напитки,ООО,Словесный,Самостоятельно,True,53.0,3,21.9,5,10.08,3,16.9,443.7,11.6,0
TM20220988,Россия,Класс 23,Рестораны,Холдинг,Изобразительный,Не указано,False,47.0,1,3.0,0,119.71,3,39.4,1042.55,76.6,3
TM20220989,Армения,Класс 36,Бытовая техника,Ассоциация,Изобразительный,Самостоятельно,True,30.0,7,0.4,6,12.97,1,44.5,960.95,,0
TM20220990,Турция,Класс 15,Транспорт,Индивидуальный предприниматель,Комбинированный,,True,43.0,7,6.5,0,40.04,3,51.6,916.47,82.9,0
TM20220991,Мексика,Класс 42,Оптовая торговля,ООО,Словесный,Самостоятельно,True,62.0,2,2.2,2,14.91,2,65.0,10412.706318056826,16.2,1
TM20220992,Россия,Класс 02,Розничная торговля,Холдинг,Обонятельный,ЮрФирма_AD,False,76.0,3,10.2,6,10.56,2,19.7,1173.85,86.7,0
TM20220993,Беларусь,Класс 36,Мебель,ООО,Словесный,Не указано,False,49.0,8,2.6,8,11.07,1,24.0,18828.654732980445,2.4,0
TM20220994,Беларусь,Класс 01,Энергетика,Индивидуальный предприниматель,Обонятельный,Не указано,True,73.0,4,16.5,1,10.02,2,19.2,1094.23,49.0,0
TM20220995,Казахстан,Класс 06,Розничная торговля,Индивидуальный предприниматель,Изобразительный,Самостоятельно,True,60.0,2,5.3,2,4.61,2,26.5,678.36,42.7,0
TM20220996,Кыргызстан,Класс 02,Полиграфия,Иностранная компания,Словесный,ЮрФирма_AG,True,65.0,3,5.1,5,53.13,4,16.3,515.14,66.1,0
TM20220997,Россия,Класс 10,Страхование,ПАО,Цветовой,ЮрФирма_BD,True,88.0,4,5.0,13,3.26,1,19.2,1351.2,79.0,1
TM20220998,Сингапур,Класс 04,Металлургия,Ассоциация,Изобразительный,ЮрФирма_AZ,True,74.0,2,17.8,5,11.6,1,,958.82,80.9,1
TM20220999,Россия,Класс 42,Образование,ООО,Звуковой,ЮрФирма_AZ,False,78.0,3,0.6,1,8.44,2,53.0,1149.78,55.2,1
TM20230000,Мексика,Класс 15,Розничная торговля,Индивидуальный предприниматель,Речевой,Самостоятельно,True,128.0,2,4.2,8,4.24,4,,635.42,78.5,0
TM20230001,Беларусь,Класс 38,Сельское хозяйство,Государственное предприятие,Словесный,Не указано,True,49.0,1,2.8,9,6.27,3,26.6,1105.25,70.0,0
TM20230002,Россия,Класс 05,Автомобильная,Самозанятый,Словесный,Самостоятельно,False,86.0,4,1.8,0,24.15,2,15.0,926.61,55.7,2
TM20230003,Южная Корея,Класс 01,Строительство,АО,Словесный,ЮрФирма_BM,True,78.0,3,6.3,8,10.03,3,30.7,979.62,44.3,0
TM20230004,Россия,Класс 30,Логистика,Ассоциация,Словесный,Не указано,False,78.0,4,2.7,5,7.22,1,,1487.46,118.5,1
TM20230005,Италия,Класс 25,Туризм,Корпорация,Форма упаковки,Не указано,True,71.0,4,2.9,0,30.77,5,18.7,17930.850806581628,36.9,0
TM20230006,Беларусь,Класс 14,Туризм,Адвокатское образование,Позиционный,Самостоятельно,False,75.0,5,2.5,5,14.87,2,,1165.23,87.8,0
TM20230007,Россия,Класс 33,Логистика,АО,Изобразительный,ЮрФирма_BN,True,61.0,2,3.3,2,17.73,1,36.5,1348.97,92.6,0
TM20230008,Россия,Класс 35,Машиностроение,Индивидуальный предприниматель,Объемный,Самостоятельно,True,68.0,8,3.0,6,16.48,1,8.2,1149.19,34.5,0
TM20230009,Франция,Класс 17,Розничная торговля,Индивидуальный предприниматель,Эмблема,,True,93.0,5,0.5,8,15.35,2,32.9,1316.14,,0
TM20230010,Россия,Класс 43,Транспорт,Корпорация,Словесный,,False,55.0,3,13.2,1,179.08,1,42.0,760.63,40.8,2
TM20230011,Польша,Класс 26,Гостиничный бизнес,Ассоциация,Словесный,Самостоятельно,True,57.0,4,1.3,6,7.02,4,50.0,990.22,25.4,0
TM20230012,Великобритания,Класс 23,Научные исследования,ЗАО,Голографический,Самостоятельно,True,76.0,5,3.7,1,5.14,2,11.4,1252.84,,0
TM20230013,Кыргызстан,Класс 07,Программное обеспечение,Индивидуальный предприниматель,Звуковой,,True,74.0,2,10.2,4,319.38,3,21.9,820.91,75.7,2
TM20230014,Россия,Класс 01,Электроника,Индивидуальный предприниматель,Словесный,Не указано,True,60.0,3,3.4,3,10.06,2,35.5,559.71,88.4,1
TM20230015,Китай,Класс 04,Мебель,ПАО,Изобразительный,Не указано,False,77.0,7,2.8,7,7.54,1,,1704.54,107.2,0
TM20230016,Туркменистан,Класс 29,Спорт,Нотариальная контора,Словесный,Самостоятельно,False,77.0,5,5.8,2,9.59,1,28.4,1198.8,37.1,0
TM20230017,Россия,Класс 26,Логистика,АО,Комбинированный,ЮрФирма_AG,False,122.0,2,0.5,4,45.3,2,35.8,1224.21,88.9,1
TM20230018,Россия,Класс 06,Розничная торговля,Иностранная компания,Комбинированный,ЮрФирма_AB,True,135.0,3,,4,88.95,2,48.3,1009.03,32.1,0
TM20230019,Россия,Класс 20,Бытовая техника,ПАО,Словесный,Самостоятельно,False,142.0,5,11.9,3,16.67,3,20.7,7547.9650866153925,19.6,0
TM20230020,Казахстан,Класс 03,Полиграфия,Фермерское хозяйство,Обонятельный,Не указано,True,76.0,2,3.3,2,2.9,4,40.4,855.47,,0
TM20230021,Южная Корея,Класс 04,Логистика,Общественная организация,Изобразительный,Самостоятельно,True,89.0,5,10.9,5,23.66,5,5.4,1034.2,,0
TM20230022,Казахстан,Класс 42,Гостиничный бизнес,Индивидуальный предприниматель,Звуковой,ЮрФирма_AC,True,76.0,3,0.5,7,9.6,4,49.4,1056.01,120.0,0
TM20230023,Беларусь,Класс 08,Косметика,Холдинг,Комбинированный,ЮрФирма_AO,False,65.0,4,2.7,3,72.62,2,9.1,1120.91,80.3,0
TM20230024,Россия,Класс 04,Косметика,Фонд,Изобразительный,ЮрФирма_AV,False,78.0,2,8.9,3,7.56,1,31.9,880.65,105.1,0
TM20230025,Россия,Класс 10,Табачные изделия,Образовательное учреждение,Словесный,Самостоятельно,True,65.0,4,6.4,7,3.51,3,18.2,915.34,15.2,3
TM20230026,Россия,Класс 07,Страхование,ПАО,Словесный,ЮрФирма_BW,False,69.0,4,0.6,5,2.63,3,39.0,1203.17,28.3,1
TM20230027,Нидерланды,Класс 27,Транспорт,Индивидуальный предприниматель,Световой,ЮрФирма_AK,False,67.0,4,0.8,3,4.81,1,10.1,1098.1,41.0,0
TM20230028,Армения,Класс 43,Электроника,ПАО,Комбинированный,Самостоятельно,False,67.0,4,6.1,1,150.79,3,29.9,1264.77,80.0,5
TM20230029,Казахстан,Класс 17,Финансовые услуги,Холдинг,Словесный,Не указано,False,56.0,2,11.7,0,285.07,1,20.1,645.54,21.5,5
TM20230030,Испания,Класс 17,Пищевая промышленность,ООО,Слоган,ЮрФирма_BR,True,86.0,4,0.1,4,10.23,2,18.4,1194.93,39.3,0
TM20230031,Россия,Класс 07,Страхование,Творческий коллектив,Позиционный,ЮрФирма_AO,True,77.0,4,1.4,1,12.41,4,49.0,710.16,,2
TM20230032,Россия,Класс 16,Косметика,ООО,Словесный,Самостоятельно,False,55.0,4,4.0,3,30.19,3,18.4,1430.16,,0
TM20230033,Россия,Класс 06,Одежда и обувь,Адвокатское образование,Словесный,Не указано,False,66.0,3,3.4,7,10.82,3,,1020.23,22.0,1
TM20230034,Малайзия,Класс 01,Пищевая промышленность,АО,Комбинированный,ЮрФирма_AL,True,48.0,5,17.5,3,1.98,4,55.9,987.49,36.7,2
TM20230035,Китай,Класс 36,Спорт,Индивидуальный предприниматель,Словесный,,False,72.0,3,2.7,1,25.1,2,24.4,1059.23,36.6,1
TM20230036,Армения,Класс 08,Реклама,ПАО,Цветовая гамма,Самостоятельно,False,92.0,1,12.5,13,9.47,3,14.5,1114.45,38.8,0
TM20230037,Россия,Класс 11,Гостиничный бизнес,Иностранная компания,Комбинированный,ЮрФирма_BH,True,61.0,3,2.5,5,77.06,3,13.2,1276.94,62.1,0
TM20230038,Россия,Класс 02,Фармацевтика,Союз,Словесный,Не указано,True,86.0,2,5.4,1,196.17,3,42.2,1368.19,71.7,3
TM20230039,Армения,Класс 34,Научные исследования,ПАО,Изобразительный,Самостоятельно,True,67.0,3,0.9,0,7.6,2,51.9,486.82,59.4,0
TM20230040,Казахстан,Класс 03,Научные исследования,Индивидуальный предприниматель,Словесный,ЮрФирма_AO,True,62.0,4,8.9,0,17.14,1,48.5,931.88,0.9,0
TM20230041,Узбекистан,Класс 08,Транспорт,Образовательное учреждение,Изобразительный,Не указано,True,54.0,4,,6,10.19,2,28.3,859.45,,0
TM20230042,Великобритания,Класс 35,Косметика,ПАО,Словесный,Самостоятельно,True,64.0,3,7.1,15,10.85,4,29.4,790.98,7.5,0
TM20230043,Казахстан,Класс 09,Сельское хозяйство,ООО,Голографический,ЮрФирма_BX,False,86.0,4,3.6,9,4.58,3,22.2,619.03,8.8,0
TM20230044,Южная Корея,Класс 41,Консалтинг,Крестьянское хозяйство,Звуковой,ЮрФирма_AZ,True,75.0,2,14.7,0,58.12,2,21.4,1014.99,99.8,0
TM20230045,Сингапур,Класс 03,Автомобильная,Индивидуальный предприниматель,3D,Самостоятельно,False,51.0,3,3.2,5,26.0,2,37.1,10786.638840419972,48.7,0
TM20230046,Казахстан,Класс 26,Гостиничный бизнес,Индивидуальный предприниматель,Словесный,Не указано,True,78.0,6,2.8,0,20.41,3,42.9,1287.2,13.1,0
TM20230047,Армения,Класс 44,Гостиничный бизнес,ПАО,Изобразительный,ЮрФирма_AD,False,71.0,5,0.6,9,32.58,4,19.3,780.37,115.4,0
TM20230048,Азербайджан,Класс 15,Научные исследования,Иностранная компания,Позиционный,ЮрФирма_BL,True,49.0,2,4.0,5,71.82,2,19.5,1120.37,42.0,0
TM20230049,Россия,Класс 24,Табачные изделия,ЗАО,Изобразительный,Не указано,False,45.0,3,4.7,3,20.59,2,15.9,765.73,80.6,0
TM20230050,Польша,Класс 07,Одежда и обувь,Образовательное учреждение,Изобразительный,ЮрФирма_BM,True,44.0,3,6.4,1,17.93,5,3.3,750.91,,0
TM20230051,Россия,Класс 28,Металлургия,ООО,Цифры,,True,88.0,4,0.3,5,10.2,3,16.3,882.91,12.0,0
TM20230052,Армения,Класс 39,Одежда и обувь,Самозанятый,Обонятельный,ЮрФирма_AK,True,49.0,3,3.9,1,8.59,2,53.4,710.63,,0
TM20230053,Испания,Класс 25,Розничная торговля,Индивидуальный предприниматель,Текстильный,Самостоятельно,True,63.0,4,6.1,3,9.01,3,57.6,1327.03,,1
TM20230054,Армения,Класс 41,ИТ-услуги,Индивидуальный предприниматель,Изобразительный,Самостоятельно,False,77.0,1,,5,260.49,3,15.8,1094.39,87.0,0
TM20230055,Казахстан,Класс 17,Электроника,Индивидуальный предприниматель,Комбинированный,ЮрФирма_AL,True,75.0,3,7.3,2,3.23,2,,1224.69,71.2,0
TM20230056,Армения,Класс 16,Напитки,Индивидуальный предприниматель,Изобразительный,ЮрФирма_AV,False,75.0,3,6.4,3,15.3,4,32.6,898.08,86.9,0
TM20230057,Россия,Класс 05,Здравоохранение,АО,Изобразительный,Самостоятельно,True,47.0,3,1.7,7,23.63,2,34.2,11711.277551774472,72.9,2
TM20230058,Россия,Класс 26,Оптовая торговля,Ассоциация,Словесный,Самостоятельно,True,77.0,5,2.0,3,5.84,1,45.3,1169.07,13.2,0
TM20230059,Россия,Класс 37,Здравоохранение,Некоммерческая организация,Цветовой,ЮрФирма_AP,False,62.0,4,,4,6.11,3,27.0,14694.857473468921,58.8,0
TM20230060,Беларусь,Класс 21,Телекоммуникации,Концерн,Изобразительный,ЮрФирма_BT,True,69.0,4,8.2,4,5.32,3,37.9,1042.46,67.5,0
TM20230061,Казахстан,Класс 04,Реклама,Индивидуальный предприниматель,Комбинированный,Самостоятельно,False,68.0,4,0.3,20,6.88,2,3.2,1225.11,110.1,0
TM20230062,Россия,Класс 14,Туризм,Ассоциация,Цветовой,ЮрФирма_AE,True,65.0,3,10.3,3,3.65,2,21.8,860.02,103.9,0
TM20230063,Польша,Класс 29,Консалтинг,АО,Обонятельный,ЮрФирма_AW,True,91.0,3,4.3,4,6.38,2,45.4,1215.25,56.9,0
TM20230064,Казахстан,Класс 41,Страхование,Концерн,Словесный,Не указано,False,87.0,3,2.3,5,20.72,2,39.6,5848.443926104193,65.5,0
TM20230065,Казахстан,Класс 03,Пищевая промышленность,Концерн,Комбинированный,Не указано,True,152.0,3,0.4,9,3.87,3,22.9,960.04,89.6,0
TM20230066,Казахстан,Класс 02,Автомобильная,Индивидуальный предприниматель,Изобразительный,ЮрФирма_BG,False,103.0,2,2.5,2,7.75,3,34.7,878.0,100.5,0
TM20230067,Россия,Класс 08,Металлургия,ЗАО,Словесный,Не указано,True,40.0,7,,6,16.4,4,9.6,1435.98,66.4,3
TM20230068,Япония,Класс 02,Табачные изделия,Образовательное учреждение,Словесный,Самостоятельно,False,67.0,2,1.3,16,12.32,3,,728.58,9.5,0
TM20230069,Казахстан,Класс 44,Рестораны,ООО,Комбинированный,Не указано,True,101.0,3,3.3,11,14.56,2,39.8,1025.75,37.8,0
TM20230070,Россия,Класс 08,Развлечения,Концерн,Обонятельный,Не указано,True,65.0,3,0.4,9,13.97,3,,1419.25,117.8,0
TM20230071,Саудовская Аравия,Класс 13,Одежда и обувь,Культурное учреждение,Форма товара,Самостоятельно,True,60.0,4,2.0,14,10.66,2,43.8,1077.71,84.2,0
TM20230072,Бразилия,Класс 04,Здравоохранение,АО,Изобразительный,ЮрФирма_BU,False,47.0,4,3.4,1,3.68,3,13.1,748.82,75.7,0
TM20230073,Германия,Класс 09,Электроника,АО,Изобразительный,,False,45.0,2,12.9,5,9.74,2,3.9,1225.88,3.2,1
TM20230074,Швейцария,Класс 44,Пищевая промышленность,ЗАО,Словесный,,False,85.0,2,1.5,1,5.5,2,45.4,1560.84,16.3,0
TM20230075,Украина,Класс 10,Деревообработка,Муниципальное предприятие,Аббревиатура,ЮрФирма_BN,False,70.0,2,3.4,19,17.73,2,14.9,1025.77,85.7,0
TM20230076,Россия,Класс 01,Строительство,АО,Цветовой,Самостоятельно,False,32.0,4,6.4,2,5.4,2,26.2,1493.92,72.1,0
TM20230077,Армения,Класс 04,Автомобильная,ЗАО,Шрифт,ЮрФирма_AI,False,93.0,5,3.8,8,20.36,2,51.5,1174.01,91.5,4
TM20230078,Армения,Класс 44,Сельское хозяйство,ООО,Изобразительный,Не указано,True,97.0,4,,6,9.9,2,37.8,1593.66,,0
TM20230079,Россия,Класс 45,Научные исследования,Самозанятый,Словесный,Не указано,True,63.0,3,,6,13.45,3,46.4,1170.47,60.5,0
TM20230080,Россия,Класс 04,Логистика,Фермерское хозяйство,Комбинированный,ЮрФирма_AU,False,68.0,3,,10,15.3,3,33.3,1648.6,,0
TM20230081,Россия,Класс 19,Логистика,Иностранная компания,Изобразительный,Самостоятельно,True,104.0,2,10.8,7,246.19,2,18.8,885.7,45.9,2
TM20230082,Кыргызстан,Класс 01,ИТ-услуги,Культурное учреждение,Изобразительный,Не указано,False,62.0,8,7.0,1,500.0,4,43.4,1057.38,,3
TM20230083,Испания,Класс 17,Рестораны,Холдинг,Словесный,Самостоятельно,True,37.0,2,8.3,3,43.89,2,20.7,711.99,2.0,0
TM20230084,Великобритания,Класс 02,Строительство,Культурное учреждение,Словесный,Не указано,True,85.0,3,0.4,10,16.39,3,31.9,1240.43,96.5,0
TM20230085,Россия,Класс 33,Химическая промышленность,Индивидуальный предприниматель,Изобразительный,Самостоятельно,False,96.0,3,6.5,5,13.4,1,20.8,1072.79,106.8,0
TM20230086,Россия,Класс 41,Страхование,ООО,Знак,ЮрФирма_BB,True,71.0,6,1.7,17,19.64,4,1.9,1214.84,5.7,1
TM20230087,Казахстан,Класс 03,Одежда и обувь,Кооператив,Звуковой,ЮрФирма_BV,False,49.0,2,1.8,6,10.47,2,43.6,1171.12,64.0,0
TM20230088,Беларусь,Класс 09,Деревообработка,АО,Световой,ЮрФирма_BW,False,100.0,5,1.5,9,32.21,3,62.8,1154.08,38.2,3
TM20230089,Азербайджан,Класс 02,Металлургия,АО,Словесный,ЮрФирма_AZ,False,59.0,3,0.6,5,11.28,4,18.3,1265.34,38.4,0
TM20230090,Швеция,Класс 06,Страхование,Корпорация,Звуковой,Самостоятельно,False,52.0,1,3.1,3,14.3,2,29.2,1302.5,31.0,0
TM20230091,Азербайджан,Класс 01,Спорт,Иностранная компания,Изобразительный,Самостоятельно,True,71.0,4,1.2,6,74.63,2,11.1,1135.95,33.1,0
TM20230092,Нидерланды,Класс 04,Строительство,ООО,Словесный,ЮрФирма_BL,True,63.0,4,2.3,4,5.0,3,,1092.59,7.8,0
TM20230093,Саудовская Аравия,Класс 45,Машиностроение,АО,Изобразительный,ЮрФирма_BQ,False,83.0,7,0.4,15,7.06,4,38.4,765.47,4.5,0
TM20230094,Казахстан,Класс 01,Розничная торговля,АО,Словесный,ЮрФирма_BL,True,128.0,4,2.5,2,9.04,4,74.8,1330.61,50.4,0
TM20230095,Россия,Класс 36,Образование,Индивидуальный предприниматель,Цветовой,ЮрФирма_BS,True,51.0,3,0.3,1,14.53,2,25.2,752.25,88.4,1
TM20230096,Россия,Класс 01,Табачные изделия,ООО,Цветовой,Самостоятельно,True,87.0,3,6.1,5,7.19,5,27.9,949.1,32.4,0
TM20230097,Казахстан,Класс 13,Ювелирные изделия,ПАО,Словесный,ЮрФирма_BH,False,62.0,3,8.9,5,32.52,3,27.5,1027.08,,0
TM20230098,Россия,Класс 09,Автомобильная,Филиал иностранной компании,Комбинированный,Не указано,False,83.0,5,3.1,4,10.38,3,4.9,613.65,45.2,2
TM20230099,Россия,Класс 41,Розничная торговля,АО,Изобразительный,Не указано,True,71.0,4,9.0,6,8.07,2,29.1,635.31,64.1,6
TM20230100,ОАЭ,Класс 03,Напитки,АО,Словесный,Самостоятельно,True,58.0,3,1.3,0,21.6,2,33.7,785.81,82.4,0
TM20230101,Россия,Класс 03,Ювелирные изделия,Иностранная компания,Комбинированный,Самостоятельно,False,88.0,6,,8,90.25,1,8.9,1156.58,39.6,3
TM20230102,ОАЭ,Класс 28,Оптовая торговля,Индивидуальный предприниматель,Световой,Не указано,True,60.0,3,0.9,1,3.1,3,22.2,1110.41,34.8,0
TM20230103,Великобритания,Класс 27,Сельское хозяйство,АО,Обонятельный,ЮрФирма_AT,True,52.0,2,0.4,1,4.01,2,,837.9,101.1,0
TM20230104,Армения,Класс 25,Страхование,ООО,Словесный,ЮрФирма_AS,True,86.0,3,5.3,1,38.69,3,13.7,1413.61,51.4,0
TM20230105,Кыргызстан,Класс 01,Химическая промышленность,Иностранная компания,Комбинированный,ЮрФирма_AH,False,52.0,2,,2,67.32,3,,892.85,83.0,0
TM20230106,Россия,Класс 04,Деревообработка,Индивидуальный предприниматель,Словесный,ЮрФирма_BS,True,85.0,3,4.4,4,9.33,3,16.2,1469.17,56.8,0
TM20230107,Армения,Класс 35,Финансовые услуги,АО,Словесный,ЮрФирма_BH,True,69.0,3,4.0,1,26.68,1,24.5,921.5,37.2,0
TM20230108,Россия,Класс 18,Энергетика,ПАО,Словесный,Самостоятельно,True,70.0,3,12.6,1,9.63,1,16.3,804.91,14.4,1
TM20230109,Таджикистан,Класс 18,Одежда и обувь,Общественная организация,Словесный,ЮрФирма_BT,True,50.0,4,6.9,9,7.32,2,86.1,1800.99,63.0,1
TM20230110,Россия,Класс 05,Оптовая торговля,Концерн,Изобразительный,ЮрФирма_AT,False,71.0,1,0.6,2,9.82,2,42.6,393.19,82.4,1
TM20230111,Россия,Класс 04,Фармацевтика,Медицинское учреждение,Изобразительный,ЮрФирма_BN,False,59.0,5,7.9,2,148.98,2,11.2,1100.82,92.0,2
TM20230112,США,Класс 42,Табачные изделия,Холдинг,Объемный,ЮрФирма_AC,False,106.0,4,0.3,4,61.41,1,9.4,779.14,26.9,0
TM20230113,Кыргызстан,Класс 27,Табачные изделия,ООО,Изобразительный,Самостоятельно,True,45.0,2,7.2,1,10.55,2,36.2,639.11,51.6,0
TM20230114,Казахстан,Класс 02,Косметика,ООО,Словесный,ЮрФирма_BB,True,94.0,3,2.4,5,13.63,3,15.2,991.7,,0
TM20230115,Армения,Класс 41,Металлургия,Индивидуальный предприниматель,Форма упаковки,ЮрФирма_AL,True,97.0,1,0.2,2,8.1,4,44.2,1482.84,,0
TM20230116,Россия,Класс 17,Образование,ООО,Речевой,ЮрФирма_AG,True,78.0,1,9.1,7,9.32,2,16.8,1174.78,115.4,1
TM20230117,Кыргызстан,Класс 06,Реклама,Индивидуальный предприниматель,Словесный,Самостоятельно,False,104.0,7,5.2,10,9.97,1,33.1,528.15,84.5,0
TM20230118,Россия,Класс 07,Образование,АО,Изобразительный,,True,63.0,3,,5,64.96,1,50.7,651.57,6.1,1
TM20230119,Россия,Класс 27,Рестораны,Холдинг,Словесный,Самостоятельно,False,66.0,3,0.1,18,104.6,3,19.3,841.14,86.8,3
TM20230120,Россия,Класс 07,Мебель,Холдинг,Шрифт,Не указано,True,80.0,6,0.9,5,4.98,2,46.1,718.39,54.7,0
TM20230121,Россия,Класс 17,Образование,ООО,Изобразительный,ЮрФирма_BX,True,64.0,3,2.4,12,8.39,1,66.4,1421.36,91.5,6
TM20230122,Россия,Класс 26,Розничная торговля,ЗАО,Словесный,ЮрФирма_AN,True,34.0,8,0.6,6,3.41,4,50.1,1171.75,,3
TM20230123,Казахстан,Класс 03,Реклама,ООО,Звуковой,Самостоятельно,True,45.0,5,0.0,1,7.24,3,31.3,862.8,,0
TM20230124,Россия,Класс 42,Реклама,ЗАО,Звуковой,,True,46.0,7,2.2,4,7.47,4,18.0,985.58,28.7,0
TM20230125,Россия,Класс 06,Мебель,ЗАО,Словесный,Не указано,True,87.0,3,0.7,5,2.63,3,46.9,723.96,10.0,1
TM20230126,Беларусь,Класс 08,Гостиничный бизнес,ООО,Изобразительный,Самостоятельно,False,68.0,4,14.7,7,39.98,2,,846.77,16.1,0
TM20230127,Россия,Класс 25,Рестораны,ООО,Изобразительный,ЮрФирма_BO,True,84.0,4,6.0,4,10.42,3,51.4,641.65,115.8,0
TM20230128,Кыргызстан,Класс 19,Здравоохранение,Творческий коллектив,Словесный,ЮрФирма_BA,True,88.0,7,6.4,8,21.17,2,11.0,1033.25,53.0,0
TM20230129,Туркменистан,Класс 09,Косметика,ПАО,Словесный,Самостоятельно,True,63.0,1,3.6,4,5.38,1,7.1,882.84,63.8,0
TM20230130,Казахстан,Класс 21,Развлечения,ПАО,Позиционный,Самостоятельно,True,74.0,5,4.1,2,8.98,2,73.8,1004.5,54.0,1
TM20230131,Украина,Класс 39,Автомобильная,Индивидуальный предприниматель,Световой,ЮрФирма_AO,False,44.0,3,3.2,6,16.42,4,46.8,1323.5,29.5,0
TM20230132,Россия,Класс 32,Финансовые услуги,Индивидуальный предприниматель,Объемный,Самостоятельно,True,56.0,2,0.5,1,3.47,3,21.2,957.17,99.4,3
TM20230133,Россия,Класс 33,Недвижимость,АО,Объемный,ЮрФирма_BH,False,62.0,2,9.4,0,73.55,1,58.1,275.71,94.3,1
TM20230134,Германия,Класс 04,Косметика,Спортивная организация,Комбинированный,,False,68.0,3,4.3,7,24.57,2,23.1,1530.03,22.9,2
TM20230135,Великобритания,Класс 08,Реклама,Индивидуальный предприниматель,Изобразительный,Не указано,True,42.0,4,2.9,0,10.91,3,47.3,1071.51,61.2,0
TM20230136,Австралия,Класс 15,Косметика,ООО,Звуковой,ЮрФирма_BB,True,63.0,6,4.7,1,5.74,3,8.3,633.05,23.2,0
TM20230137,Россия,Класс 01,Бытовая техника,Самозанятый,Словесный,ЮрФирма_AZ,True,52.0,4,3.1,2,10.94,2,31.5,956.35,29.7,1
TM20230138,Италия,Класс 30,ИТ-услуги,ЗАО,Словесный,ЮрФирма_BN,True,123.0,2,8.3,10,15.63,2,45.6,1279.19,31.3,0
TM20230139,Казахстан,Класс 06,Металлургия,ООО,Словесный,Не указано,True,70.0,4,1.9,2,12.43,3,54.8,900.66,,1
TM20230140,Россия,Класс 05,Сельское хозяйство,Иностранная компания,Звуковой,ЮрФирма_AN,True,84.0,3,0.7,3,278.71,4,37.9,981.67,103.9,2
TM20230141,Россия,Класс 04,Пищевая промышленность,ЗАО,Комбинированный,ЮрФирма_BF,False,84.0,1,2.9,0,2.9,2,20.9,948.43,58.7,0
TM20230142,Вьетнам,Класс 05,Мебель,Культурное учреждение,Изобразительный,Самостоятельно,True,71.0,4,2.2,1,5.81,1,29.9,1492.86,31.4,0
TM20230143,Россия,Класс 06,Машиностроение,Индивидуальный предприниматель,Изобразительный,ЮрФирма_AD,False,77.0,5,19.9,10,4.5,3,42.3,1734.77,109.3,1
TM20230144,Мексика,Класс 18,Оптовая торговля,Совместное предприятие,Голографический,ЮрФирма_AF,False,75.0,6,4.7,3,23.01,2,24.8,1289.91,47.1,0
TM20230145,Армения,Класс 17,Напитки,ООО,Словесный,Самостоятельно,True,75.0,4,3.2,2,13.9,3,30.0,1512.7,11.2,0
TM20230146,Япония,Класс 04,Консалтинг,Государственное предприятие,Изобразительный,Самостоятельно,True,101.0,4,2.3,1,5.73,2,45.8,557.59,,0
TM20230147,США,Класс 03,Ювелирные изделия,Фонд,Световой,Самостоятельно,True,69.0,5,9.6,0,9.01,3,43.7,891.67,67.4,1
TM20230148,Нидерланды,Класс 34,Недвижимость,Фонд,Объемный,ЮрФирма_AY,True,51.0,4,6.1,8,10.46,1,41.7,750.3,49.6,0
TM20230149,Россия,Класс 02,Электроника,Союз,Изобразительный,Самостоятельно,True,85.0,3,1.0,11,3.59,1,43.5,1208.41,52.0,1
TM20230150,Россия,Класс 12,Химическая промышленность,Концерн,Словесный,Самостоятельно,True,48.0,3,0.9,8,3.87,4,30.3,1364.31,84.6,0
TM20230151,Беларусь,Класс 13,Автомобильная,Индивидуальный предприниматель,Форма упаковки,ЮрФирма_BP,False,65.0,3,1.6,1,6.2,1,40.4,941.05,69.2,0
TM20230152,Казахстан,Класс 16,Розничная торговля,Индивидуальный предприниматель,Изобразительный,Не указано,True,58.0,5,1.9,13,4.49,2,24.1,918.53,60.9,0
